Date,ChinaBond: Government Bond YTM: 10Y:PoP chg,T-Bond YTM: 10Y:PoP chg,Yicai Research Institute: China Financial Condition Index:PoP chg,Percent Change: SSE Composite Index,Percent Change: CSI 300 Index,Percent Change: SZSE Component Index,Hang Seng Index:PoP GROWTHRATE,USA: Wilshire 5000 Total Market Full Cap Index:PoP GROWTHRATE,USA: The NASDAQ Composite Index:PoP GROWTHRATE,USA: S&P 500 Index:PoP GROWTHRATE
1/6/70,,,,,,,0.451322494,,,-0.687140346
1/7/70,,,,,,,0.1799602,,,-0.204907055
1/8/70,,,,,,,0.786725731,,,0.05396363
1/9/70,,,,,,,-0.466171539,,,-0.302572092
1/13/70,,,,,,,0.063803996,,,0.098097997
1/14/70,,,,,,,-0.351426834,,,-0.152638495
1/15/70,,,,,,,0.415190146,,,0.032727868
1/16/70,,,,,,,0.610067983,,,-0.832425398
1/20/70,,,,,,,0.402921724,,,0.200579519
1/21/70,,,,,,,0.956705749,,,0.089017476
1/22/70,,,,,,,0.229992331,,,0.04447904
1/23/70,,,,,,,-0.298470561,,,-0.983138295
1/27/70,,,,,,,0.349258182,,,-0.625748671
1/28/70,,,,,,,0.1057839,,,-0.951787473
1/29/70,,,,,,,0.409633145,,,-1.275527498
1/30/70,,,,,,,1.634143749,,,-0.784960975
2/3/70,,,,,,,-0.205985775,,,1.182485376
2/4/70,,,,,,,0.411548121,,,-0.612683264
2/5/70,,,,,,,1.033476722,,,-0.395027817
2/6/70,,,,,,,,,,0.499333326
2/10/70,,,,,,,,,,-1.051364314
2/11/70,,,,,,,0.047491838,,,0.970881413
2/12/70,,,,,,,-1.128067112,,,-0.241838086
2/13/70,,,,,,,-0.228351761,,,-0.21931099
2/17/70,,,,,,,0.204204275,,,-0.115713968
2/18/70,,,,,,,0.43703485,,,1.231245058
2/19/70,,,,,,,0.005973537,,,0.36529721
2/20/70,,,,,,,1.010349733,,,0.307184951
2/24/70,,,,,,,0.18063694,,,
2/25/70,,,,,,,-0.203968718,,,1.533806995
2/26/70,,,,,,,1.021483055,,,-0.504909909
2/27/70,,,,,,,0.506855134,,,0.672648276
3/3/70,,,,,,,-0.18882505,,,0.577972044
3/4/70,,,,,,,1.579668054,,,-0.210794997
3/5/70,,,,,,,1.355079809,,,-0.044434571
3/6/70,,,,,,,1.862415394,,,-0.624166092
3/10/70,,,,,,,1.437449885,,,0.270788837
3/11/70,,,,,,,-1.995052592,,,-0.067628497
3/12/70,,,,,,,-0.301133439,,,-0.406734263
3/13/70,,,,,,,1.209586139,,,-0.533516221
3/17/70,,,,,,,-1.055069035,,,0.43628083
3/18/70,,,,,,,-1.796230063,,,0.285992302
3/19/70,,,,,,,0.086786727,,,-0.137174233
3/20/70,,,,,,,0.276131094,,,-0.412655331
3/24/70,,,,,,,0.193300809,,,1.13163464
3/25/70,,,,,,,-0.16566352,,,2.014132785
3/26/70,,,,,,,0.655523321,,,0.166954238
3/31/70,,,,,,,,,,0
4/1/70,,,,,,,-1.503197299,,,0.489706043
4/2/70,,,,,,,-0.067838772,,,-0.311353526
4/3/70,,,,,,,1.119089424,,,-0.446479143
4/7/70,,,,,,,,,,-0.270758288
4/8/70,,,,,,,-0.20627185,,,-0.03389639
4/9/70,,,,,,,0.545415422,,,0.045192634
4/10/70,,,,,,,1.186253531,,,-0.328110268
4/14/70,,,,,,,0.114201823,,,-0.859456388
4/15/70,,,,,,,1.387149486,,,-0.184310615
4/16/70,,,,,,,-0.198524545,,,-0.984887169
4/17/70,,,,,,,-0.338937782,,,-0.244826703
4/21/70,,,,,,,,,,-0.52567144
4/22/70,,,,,,,,,,-1.308595155
4/23/70,,,,,,,-0.206152083,,,-1.470351037
4/24/70,,,,,,,-0.555466222,,,-0.325674252
4/28/70,,,,,,,0.878968593,,,-1.471615008
4/29/70,,,,,,,-0.745798004,,,1.900353338
4/30/70,,,,,,,-0.980727798,,,-0.355109661
5/1/70,,,,,,,-1.375754671,,,-0.098183611
5/5/70,,,,,,,-3.77447251,,,-0.507615303
5/6/70,,,,,,,2.607289503,,,1.100789252
5/7/70,,,,,,,2.298294621,,,0.451978171
5/8/70,,,,,,,0.383596115,,,-0.489735392
5/12/70,,,,,,,-0.361207858,,,-0.958780116
5/13/70,,,,,,,0.206564223,,,-1.710107746
5/14/70,,,,,,,0.206138415,,,-1.43451825
5/15/70,,,,,,,-0.775219938,,,1.916823819
5/19/70,,,,,,,-0.265635081,,,-1.968309182
5/20/70,,,,,,,-0.388170007,,,-2.604523649
5/21/70,,,,,,,-1.420619606,,,-1.867160229
5/22/70,,,,,,,-1.047625811,,,0.124645124
5/26/70,,,,,,,-1.549661906,,,-1.375971257
5/27/70,,,,,,,1.863975511,,,4.900318672
5/28/70,,,,,,,3.125068658,,,2.497076412
5/29/70,,,,,,,1.197758374,,,2.566957562
6/2/70,,,,,,,-0.339937029,,,0
6/3/70,,,,,,,-0.423604799,,,0.869793153
6/4/70,,,,,,,0.376626115,,,-1.488351826
6/5/70,,,,,,,-0.476906318,,,-1.550216676
6/9/70,,,,,,,,,,0.32840752
6/10/70,,,,,,,1.592819293,,,-1.014969499
6/11/70,,,,,,,1.464847416,,,-1.373996137
6/12/70,,,,,,,-0.672088005,,,-0.322884715
6/16/70,,,,,,,1.181341872,,,2.351799084
6/17/70,,,,,,,1.639751769,,,-0.197173905
6/18/70,,,,,,,-0.822169289,,,0.668811096
6/19/70,,,,,,,0.287964966,,,0.703311052
6/23/70,,,,,,,-0.429221094,,,-2.483615108
6/24/70,,,,,,,-0.954205713,,,-1.062337699
6/25/70,,,,,,,-0.333305396,,,0.067572136
6/26/70,,,,,,,0.710462532,,,-0.745816733
6/30/70,,,,,,,0.925034984,,,-0.233500552
7/1/70,,,,,,,,,,0.439078642
7/2/70,,,,,,,,,,-0.164428648
7/3/70,,,,,,,0.255552976,,,
7/7/70,,,,,,,-1.422755857,,,-0.769180773
7/8/70,,,,,,,-0.541483698,,,2.454536316
7/9/70,,,,,,,2.295775183,,,1.441613434
7/10/70,,,,,,,-0.326264563,,,0.686270607
7/14/70,,,,,,,0.96337819,,,-0.080591005
7/15/70,,,,,,,0.010535188,,,1.082536465
7/16/70,,,,,,,,,,1.464695974
7/17/70,,,,,,,,,,1.752950165
7/21/70,,,,,,,0.303776487,,,-0.956697665
7/22/70,,,,,,,1.066357734,,,0.064930851
7/23/70,,,,,,,0.675521455,,,1.251387032
7/24/70,,,,,,,-0.360397857,,,-0.231035913
7/28/70,,,,,,,-0.575985136,,,0.154420311
7/29/70,,,,,,,0.170054922,,,0.346576305
7/30/70,,,,,,,0.723358291,,,0.038434438
7/31/70,,,,,,,-0.563872726,,,-0.025621317
8/4/70,,,,,,,,,,0.220478657
8/5/70,,,,,,,0.557334501,,,-0.012955885
8/6/70,,,,,,,0.630981651,,,-0.129651256
8/7/70,,,,,,,-0.363739226,,,0.259134636
8/11/70,,,,,,,1.236507335,,,-0.49993526
8/12/70,,,,,,,0.682052777,,,-0.528961826
8/13/70,,,,,,,0.193313401,,,-0.878950924
8/14/70,,,,,,,0.55308783,,,0.560225555
8/18/70,,,,,,,0.487793828,,,1.148300085
8/19/70,,,,,,,0.51965996,,,0.992434366
8/20/70,,,,,,,-0.632773799,,,0.879695194
8/21/70,,,,,,,0.329149667,,,2.039846353
8/25/70,,,,,,,-0.27549582,,,0.160384958
8/26/70,,,,,,,-0.736733536,,,0.110885245
8/27/70,,,,,,,-0.622279544,,,-0.160207071
8/28/70,,,,,,,0.448431245,,,0.957414948
9/1/70,,,,,,,,,,-0.701670879
9/2/70,,,,,,,-1.12191901,,,0.012352542
9/3/70,,,,,,,-0.895505719,,,1.386100082
9/4/70,,,,,,,0.804802765,,,0.897410825
9/8/70,,,,,,,-0.973403222,,,
9/9/70,,,,,,,-0.375749401,,,-0.301513827
9/10/70,,,,,,,0.785430575,,,-0.593617347
9/11/70,,,,,,,-0.106052582,,,0.266958052
9/15/70,,,,,,,,,,-0.86887899
9/16/70,,,,,,,,,,0.527123501
9/17/70,,,,,,,,,,0.609460687
9/18/70,,,,,,,-0.614252546,,,0.400218835
9/22/70,,,,,,,0.186877131,,,-0.305679764
9/23/70,,,,,,,-0.400135644,,,1.422602872
9/24/70,,,,,,,0.446800411,,,1.295448127
9/25/70,,,,,,,1.26714377,,,0.071479631
9/29/70,,,,,,,0.639239151,,,0.523312327
9/30/70,,,,,,,0.408792111,,,-0.106818597
10/1/70,,,,,,,-0.373398355,,,0.130540575
10/2/70,,,,,,,-0.623750089,,,0.991275523
10/6/70,,,,,,,-0.126803801,,,0.438495971
10/7/70,,,,,,,-0.025380067,,,0.046045816
10/8/70,,,,,,,,,,-1.087721902
10/9/70,,,,,,,,,,-1.01737415
10/13/70,,,,,,,-0.298001556,,,-0.130773365
10/14/70,,,,,,,-0.092664099,,,0.154531977
10/15/70,,,,,,,-0.526724688,,,0.544895923
10/16/70,,,,,,,-0.79532583,,,-0.438051964
10/20/70,,,,,,,0.030902349,,,0.587566892
10/21/70,,,,,,,-0.438676419,,,0.023909145
10/22/70,,,,,,,-0.300440526,,,-0.335249356
10/23/70,,,,,,,-0.290939524,,,0.466647571
10/27/70,,,,,,,-0.75333864,,,-0.22832432
10/28/70,,,,,,,-0.700869731,,,0.372261012
10/29/70,,,,,,,0.894978335,,,-0.083937891
10/30/70,,,,,,,0.387090508,,,-0.132044914
11/3/70,,,,,,,-0.257359842,,,0.846603757
11/4/70,,,,,,,0.115631254,,,0.201648844
11/5/70,,,,,,,0.015757544,,,-0.344234419
11/6/70,,,,,,,0.2255857,,,0.142585575
11/10/70,,,,,,,0.949645185,,,0.141626366
11/11/70,,,,,,,1.063429918,,,0.282652408
11/12/70,,,,,,,-0.435306554,,,-1.040321476
11/13/70,,,,,,,-0.128392797,,,-0.931238821
11/17/70,,,,,,,1.26596789,,,0.120062447
11/18/70,,,,,,,-0.61072745,,,-0.662134484
11/19/70,,,,,,,0.404204269,,,0.144840098
11/20/70,,,,,,,0.588222203,,,0.972221545
11/24/70,,,,,,,-0.798064646,,,0.63897981
11/25/70,,,,,,,0.303813085,,,0.364985394
11/26/70,,,,,,,0.6551122,,,
11/27/70,,,,,,,0.240806819,,,
12/1/70,,,,,,,-0.4586586,,,0.309154652
12/2/70,,,,,,,0.030306092,,,1.148066034
12/3/70,,,,,,,1.059965215,,,0.473560475
12/4/70,,,,,,,0.498455822,,,0.627945548
12/8/70,,,,,,,0.740907685,,,-0.523940778
12/9/70,,,,,,,-0.401665982,,,0.078207925
12/10/70,,,,,,,-0.803256752,,,0.423493333
12/11/70,,,,,,,0.969997019,,,0.377400825
12/15/70,,,,,,,-0.318686895,,,-0.156023658
12/16/70,,,,,,,-0.067731014,,,0.066897092
12/17/70,,,,,,,0.646408425,,,0.356030639
12/18/70,,,,,,,0.966607201,,,0.199711594
12/22/70,,,,,,,0.186437896,,,0.11112347
12/23/70,,,,,,,-0.243873402,,,0.066614858
12/24/70,,,,,,,1.000389441,,,0.564441762
12/29/70,,,,,,,0.302471992,,,1.080973566
12/30/70,,,,,,,-0.103871586,,,0.206129718
12/31/70,,,,,,,-0.023622233,,,-0.130137747
1/5/71,,,,,,,0.234181176,,,0.71057965
1/6/71,,,,,,,-0.365562576,,,0.597340902
1/7/71,,,,,,,-0.23503983,,,0.032479836
1/8/71,,,,,,,0.028233966,,,-0.205884019
1/12/71,,,,,,,1.412072327,,,0.801303692
1/13/71,,,,,,,0.253357116,,,-0.172711615
1/14/71,,,,,,,0.371961029,,,0.258955691
1/15/71,,,,,,,0.22434366,,,0.247538199
1/19/71,,,,,,,-0.247071868,,,0.373991994
1/20/71,,,,,,,-0.994437549,,,0.021328783
1/21/71,,,,,,,0.503058636,,,0.436240517
1/22/71,,,,,,,0.225323711,,,0.729891641
1/26/71,,,,,,,-0.122324174,,,0.324828703
1/27/71,,,,,,,,,,-0.734988609
1/28/71,,,,,,,,,,0.336665231
1/29/71,,,,,,,,,,0.701243127
2/2/71,,,,,,,-1.132380485,,,0.010370754
2/3/71,,,,,,,-0.133256769,,,0.207189549
2/4/71,,,,,,,0.179166236,,,-0.010349288
2/5/71,,,,,,,0.105511857,,,0.320330938
2/9/71,,,,,,,-0.296077196,,-0.079365084,0.061551089
2/10/71,,,,,,,0.485292012,,-0.069496156,-0.123140087
2/11/71,,,,,,,-0.480659057,,0.751957634,0.532515339
2/12/71,,,,,,,-1.244684274,,0.589682298,0.529694628
2/16/71,,,,,,,-0.222143539,,,
2/17/71,,,,,,,1.3441947,,-0.441328623,-0.467338045
2/18/71,,,,,,,-0.200948732,,-0.315022903,-0.653864201
2/19/71,,,,,,,-0.652354772,,-0.712451064,-0.844060595
2/23/71,,,,,,,-0.270033563,,0.040120362,0.385798925
2/24/71,,,,,,,0.374062322,,0.91835343,0.663833991
2/25/71,,,,,,,0.245456814,,0.584536266,0.196230375
2/26/71,,,,,,,-1.400549871,,0.108604444,-0.175556404
3/2/71,,,,,,,-0.726680933,,0.058933309,-0.020620683
3/3/71,,,,,,,-1.572382401,,0.225589817,-0.030938999
3/4/71,,,,,,,1.282162598,,0.693192915,0.995543708
3/5/71,,,,,,,-1.110581312,,0.213820667,1.056490932
3/9/71,,,,,,,-1.01818346,,0.172546055,0.080466711
3/10/71,,,,,,,-0.595033243,,-0.258930857,-0.160998224
3/11/71,,,,,,,0.817261044,,0.115163161,0.090593393
3/12/71,,,,,,,-0.598670863,,0.229929206,0.180940942
3/16/71,,,,,,,0.256828313,,0.408183205,0.495246654
3/17/71,,,,,,,-0.039469141,,-0.056855872,-0.08896358
3/18/71,,,,,,,0.029603316,,0.359542444,0.069200734
3/19/71,,,,,,,0.428266179,,-0.103945202,-0.17804159
3/23/71,,,,,,,0.691778316,,-0.247054478,-0.338477177
3/24/71,,,,,,,-0.210869435,,-0.390830296,-0.660332564
3/25/71,,,,,,,0.263517389,,-0.095556625,-0.010038649
3/26/71,,,,,,,0.27714085,,0.448324307,0.340749979
3/30/71,,,,,,,2.133838157,,0.227877045,0.229667084
3/31/71,,,,,,,0.465957481,,0.501396443,0.049857906
4/1/71,,,,,,,-0.204183456,,0.348547289,0.079720981
4/2/71,,,,,,,-0.176027068,,0.487805845,0.169196358
4/6/71,,,,,,,,,0.363247268,0.711817143
4/7/71,,,,,,,0.960567634,,0.463779702,0.461939983
4/8/71,,,,,,,0.582243275,,0.295694172,0.117600954
4/13/71,,,,,,,,,-0.018372221,0.097153413
4/14/71,,,,,,,1.018965075,,0.21107703,0.377998996
4/15/71,,,,,,,-0.338502679,,0.557664745,0.145004617
4/16/71,,,,,,,0.420668202,,0.245845787,-0.028984107
4/20/71,,,,,,,0.384990398,,-0.573537008,-0.38531981
4/21/71,,,,,,,,,-0.009130336,-0.241581023
4/22/71,,,,,,,,,0.428227159,0.193311485
4/23/71,,,,,,,-0.890139849,,0.634404883,0.472039796
4/27/71,,,,,,,1.510110983,,0.502648936,0.432007584
4/28/71,,,,,,,0.349400105,,0.606982137,0.363358594
4/29/71,,,,,,,-0.596507947,,0.080060494,-0.133715397
4/30/71,,,,,,,0.256082086,,-0.142374112,-0.652030309
5/4/71,,,,,,,0.256785017,,0.376479469,0.482906096
5/5/71,,,,,,,0.225250189,,-0.080554938,-0.009635304
5/6/71,,,,,,,1.275633736,,-0.55670432,-0.531376546
5/7/71,,,,,,,-0.567860697,,-0.360815834,-0.349345333
5/11/71,,,,,,,0.858337158,,0.163280152,0.253683422
5/12/71,,,,,,,1.1245719,,0.036248301,0.272479733
5/13/71,,,,,,,-0.175150097,,0.162954952,-0.204290163
5/14/71,,,,,,,-1.130878691,,0.171720409,-0.468522087
5/18/71,,,,,,,0.068903151,,-0.689499399,0.138944048
5/19/71,,,,,,,-0.16372257,,-0.064596505,0.237741568
5/20/71,,,,,,,0.524687252,,0.359364589,0.237177698
5/21/71,,,,,,,1.688575518,,0.119501784,-0.316362103
5/25/71,,,,,,,1.961371237,,-0.852172626,-0.661325056
5/26/71,,,,,,,0.438793212,,0.027903083,0.120566678
5/27/71,,,,,,,-0.304513116,,0.065076933,-0.190964428
5/28/71,,,,,,,,,0.602271915,0.231121039
6/1/71,,,,,,,-0.576250133,,,
6/2/71,,,,,,,2.002512968,,0.63178345,0.755621014
6/3/71,,,,,,,-0.34951412,,0.600602406,0.049512305
6/4/71,,,,,,,0.640527749,,0.398406901,0.286688941
6/8/71,,,,,,,0.339764919,,-0.670353086,-0.814061877
6/9/71,,,,,,,0.599852842,,-0.20927172,-0.029908778
6/10/71,,,,,,,0.188471234,,0.245622138,0.348380385
6/11/71,,,,,,,-0.381319827,,0.127122509,0.426355313
6/15/71,,,,,,,2.85777866,,-0.1918422,0.099730735
6/16/71,,,,,,,-0.557402275,,0.073126146,0.199163579
6/17/71,,,,,,,-0.118753486,,0,-0.019898518
6/18/71,,,,,,,1.627226719,,-1.176484158,-1.534095359
6/22/71,,,,,,,-1.255291886,,-0.952882346,-0.286503828
6/23/71,,,,,,,-2.194583488,,0.472858835,0.836739576
6/24/71,,,,,,,0.816662891,,0.357883222,-0.244175521
6/25/71,,,,,,,1.392439126,,0.178462453,-0.183523706
6/29/71,,,,,,,2.131724608,,0.720740706,1.098912158
6/30/71,,,,,,,1.286965906,,0.539486008,0.886566355
7/1/71,,,,,,,,,0.619597858,0.080208547
7/2/71,,,,,,,,,0.276192405,0
7/6/71,,,,,,,-0.623054975,,,
7/7/71,,,,,,,1.83096122,,0.71155199,0.280280464
7/8/71,,,,,,,1.318642173,,0.37200061,0.299431305
7/9/71,,,,,,,-0.90261974,,0.442778476,0.348207087
7/13/71,,,,,,,-2.408275478,,-0.432433106,-1.317910449
7/14/71,,,,,,,-1.780007636,,-0.379919046,-0.281803729
7/15/71,,,,,,,3.505132565,,0.343798403,0.060453402
7/16/71,,,,,,,0.568490973,,-0.670596079,-0.171379648
7/20/71,,,,,,,-0.966958531,,0.38328209,0.39344313
7/21/71,,,,,,,0.97726834,,-0.045551862,-0.040281974
7/22/71,,,,,,,,,-0.182415228,-0.171379648
7/23/71,,,,,,,,,0.082128033,-0.171673862
7/27/71,,,,,,,-1.575888253,,-0.715862088,-0.906089172
7/28/71,,,,,,,-0.063838845,,-1.036950316,-0.728768943
7/29/71,,,,,,,0.378888929,,-1.538059017,-1.087586462
7/30/71,,,,,,,1.85239115,,-0.511655465,-0.459290995
8/3/71,,,,,,,,,-1.123821352,-1.522578896
8/4/71,,,,,,,-0.393127561,,-1.107537685,-0.658176474
8/5/71,,,,,,,0.730794605,,-0.145369992,0.212788675
8/6/71,,,,,,,0.232327248,,0.647689441,0.169905531
8/10/71,,,,,,,0.429530862,,-0.135777346,0.010691185
8/11/71,,,,,,,0.767207472,,1.004257185,1.190237218
8/12/71,,,,,,,1.895916179,,1.079851862,1.405666699
8/13/71,,,,,,,0.743884279,,0.218371793,-0.323439168
8/17/71,,,,,,,-0.534544077,,0.987138419,1.237751651
8/18/71,,,,,,,-1.51870166,,-0.496964027,-1.399891938
8/19/71,,,,,,,0.614840254,,-0.35120184,-0.447246121
8/20/71,,,,,,,0.571981099,,-0.111162587,0.173036839
8/24/71,,,,,,,-0.535391189,,0.313566613,1.061389758
8/25/71,,,,,,,1.408786824,,0.229938018,0.009959663
8/26/71,,,,,,,2.796168376,,0.110182731,-0.16944933
8/27/71,,,,,,,1.348143545,,0.302378019,0.239139213
8/31/71,,,,,,,,,-0.267121238,-0.493579446
9/1/71,,,,,,,,,0.211913287,0.040383645
9/2/71,,,,,,,1.517274542,,0.28491357,0.221819006
9/3/71,,,,,,,1.727198627,,0.931768868,1.400162888
9/7/71,,,,,,,-2.530742846,,,
9/8/71,,,,,,,-0.895246193,,0.045226359,0.187663643
9/9/71,,,,,,,3.277450762,,-0.027133361,-0.534284441
9/10/71,,,,,,,-1.755866039,,-0.117663045,-0.377696503
9/14/71,,,,,,,2.759662573,,-0.409110076,-0.732163142
9/15/71,,,,,,,1.871558906,,0.018218255,0.431922725
9/16/71,,,,,,,1.59016733,,-0.009108712,-0.110314407
9/17/71,,,,,,,1.102895247,,0.291068061,0.300571311
9/21/71,,,,,,,-0.552814833,,-0.154679072,-0.341674536
9/22/71,,,,,,,-2.343622538,,-0.758652695,-0.879637642
9/23/71,,,,,,,0.545731521,,-0.174480048,-0.091440189
9/24/71,,,,,,,-2.841855356,,0.073502392,-0.234061064
9/28/71,,,,,,,3.820320896,,0.184706369,0.265984812
9/29/71,,,,,,,-2.382262416,,0.202783736,0.020431096
9/30/71,,,,,,,-2.591486415,,0.395166622,0.448431245
10/1/71,,,,,,,-3.967606203,,0.503180239,0.598166735
10/5/71,,,,,,,,,0.027278927,-0.100847124
10/6/71,,,,,,,3.346420956,,0.625370235,0.713821962
10/7/71,,,,,,,2.954853868,,0.270684998,0.200160195
10/8/71,,,,,,,-0.070249388,,-0.21648935,-0.662054781
10/12/71,,,,,,,-1.692557557,,0.180489175,0.412620723
10/13/71,,,,,,,0.043068641,,-0.198556022,-0.543807987
10/14/71,,,,,,,-1.253858519,,-0.743565268,-0.912970431
10/15/71,,,,,,,1.12190218,,-0.24604742,-0.347080789
10/19/71,,,,,,,1.216484542,,-0.985955925,-0.360175331
10/20/71,,,,,,,0.984414838,,-1.314275338,-1.401528262
10/21/71,,,,,,,1.514921019,,0.028143909,-0.052287583
10/22/71,,,,,,,2.124024023,,0.178061056,-0.094186601
10/26/71,,,,,,,-2.603881553,,-0.566092652,-0.379267206
10/27/71,,,,,,,-4.396578052,,-1.343069196,-1.007805697
10/28/71,,,,,,,0,,0.210748234,0.181091927
10/29/71,,,,,,,0.002745631,,0.572520648,0.286944243
11/2/71,,,,,,,-1.904766759,,-0.14476671,0.40864666
11/3/71,,,,,,,-3.971388894,,1.409757224,1.839596775
11/4/71,,,,,,,-4.682751488,,0.522392792,-0.126515568
11/5/71,,,,,,,4.408994145,,-0.094777753,-0.3487454
11/9/71,,,,,,,-1.820324351,,0.274686415,0.074132913
11/10/71,,,,,,,0.33426215,,-0.816796259,-1.117805858
11/11/71,,,,,,,0.096156743,,-1.073835822,-1.390633093
11/12/71,,,,,,,1.821424718,,0.163737094,0
11/16/71,,,,,,,-2.172058018,,0.260680814,0.975511746
11/17/71,,,,,,,-0.964176063,,-0.067518691,0.150894618
11/18/71,,,,,,,-1.336104872,,-0.193162123,-0.778466468
11/19/71,,,,,,,-5.221873191,,-0.474830099,-0.566018709
11/23/71,,,,,,,6.567639684,,-1.464647657,-0.696327765
11/24/71,,,,,,,6.320494259,,0.089681636,0.188376143
11/25/71,,,,,,,-2.44105227,,,
11/26/71,,,,,,,-1.730107502,,,
11/30/71,,,,,,,-2.469775205,,0.859701021,0.618998775
12/1/71,,,,,,,-0.952757833,,0.985795417,1.635661433
12/2/71,,,,,,,2.517331449,,1.089283799,0.313512641
12/3/71,,,,,,,1.407603576,,1.040260541,1.264920961
12/7/71,,,,,,,,,0.317490228,0.372324352
12/8/71,,,,,,,0.357409684,,0.418663681,0.051602251
12/9/71,,,,,,,1.686426944,,0.24109804,0.041262637
12/10/71,,,,,,,1.14797827,,0.77498312,0.750067734
12/14/71,,,,,,,0.89859619,,-0.08248179,-0.245423991
12/15/71,,,,,,,2.310635713,,0.347794603,0.886810766
12/16/71,,,,,,,0.670930634,,0.510344678,1.2104243
12/17/71,,,,,,,-0.654186105,,0.46252293,0.520001172
12/21/71,,,,,,,,,0.206065566,0.245881609
12/22/71,,,,,,,2.250140905,,0.214573171,-0.610899525
12/23/71,,,,,,,3.683747413,,-0.026796481,-0.435816855
12/24/71,,,,,,,2.895658143,,,
12/28/71,,,,,,,,,0.205696983,0.985715226
12/29/71,,,,,,,1.111720254,,0.570157447,0.254702332
12/30/71,,,,,,,0.100995107,,0.354704637,-0.421589918
12/31/71,,,,,,,1.338897585,,1.012822961,0.304115602
1/4/72,,,,,,,-2.04787302,,0.246067441,0.412250289
1/5/72,,,,,,,1.112163184,,0.786854908,0.955359187
1/6/72,,,,,,,-0.662882598,,0.772070632,0.425985735
1/7/72,,,,,,,0.216576999,,0.284765261,-0.038651078
1/11/72,,,,,,,0.429146837,,0.464037956,0.318887065
1/12/72,,,,,,,0.035679244,,0.222660022,-0.057903881
1/13/72,,,,,,,-2.568451314,,-0.411452663,-0.580890393
1/14/72,,,,,,,0.656657069,,0.274489793,0.387634946
1/18/72,,,,,,,-0.200139558,,0.622364428,0.33694376
1/19/72,,,,,,,1.658702367,,-0.178639833,-0.163516605
1/20/72,,,,,,,0.286199999,,-0.1107467,0
1/21/72,,,,,,,-0.119150471,,-0.093804637,-0.221654791
1/25/72,,,,,,,-0.682575891,,-0.163237289,0.204528924
1/26/72,,,,,,,-0.364332309,,0.077356143,-0.272798299
1/27/72,,,,,,,-1.476923525,,0.838471716,0.970881413
1/28/72,,,,,,,0.046292725,,0.907516512,0.635656575
2/1/72,,,,,,,-0.471447911,,0.595514446,0.067323878
2/2/72,,,,,,,-0.587085835,,0.741515583,0.64210293
2/3/72,,,,,,,0.730275952,,0.157591373,-0.038218995
2/4/72,,,,,,,0.394993221,,0.479537918,0.210023944
2/8/72,,,,,,,0.47857126,,0.173203062,0.191131557
2/9/72,,,,,,,-0.533237645,,0.665272874,0.770368544
2/10/72,,,,,,,1.033585314,,0.449218708,0.037889552
2/11/72,,,,,,,0.832365056,,0.122164775,-0.4841705
2/15/72,,,,,,,,,0.285866164,0.419807887
2/16/72,,,,,,,,,0.601725673,0.560172364
2/17/72,,,,,,,,,0.072936508,-0.028407746
2/18/72,,,,,,,,,-0.032409658,-0.294020224
2/22/72,,,,,,,-0.39153972,,,
2/23/72,,,,,,,1.852824856,,0.251103773,0.085441691
2/24/72,,,,,,,0.770133171,,0.315011771,0.066404214
2/25/72,,,,,,,0.883936242,,0.667124606,0.689886023
2/29/72,,,,,,,-0.046664918,,0.351550378,0.357210382
3/1/72,,,,,,,1.864135017,,0.723172381,0.729247809
3/2/72,,,,,,,0.160219764,,0.229366969,-0.027949877
3/3/72,,,,,,,-0.887286693,,0.480751212,0.576049163
3/7/72,,,,,,,0.847364327,,-0.039106801,0.091894879
3/8/72,,,,,,,0.25396839,,0.444913508,0.082633251
3/9/72,,,,,,,-0.17886512,,0.349854584,-0.018357045
3/10/72,,,,,,,0.368919026,,-0.233100339,-0.524597402
3/14/72,,,,,,,0.838150617,,0.305798647,0.260537972
3/15/72,,,,,,,-1.09300161,,0.320475516,0.130014877
3/16/72,,,,,,,0.014497586,,-0.289164361,-0.232288142
3/17/72,,,,,,,0.014495485,,0.187661326,0.389936433
3/21/72,,,,,,,-0.037818732,,-1.421488043,-0.84002734
3/22/72,,,,,,,0.432605741,,0.499822533,0.140495504
3/23/72,,,,,,,0.124498764,,0.803976901,0.848134074
3/24/72,,,,,,,0.815531226,,0.133369964,-0.213685221
3/28/72,,,,,,,-0.711646278,,0.12535257,-0.121229091
3/29/72,,,,,,,0.570848778,,-0.148873681,-0.63652747
3/30/72,,,,,,,-0.06765328,,0.477178517,0.664516461
4/4/72,,,,,,,,,0.560661802,0.593693766
4/5/72,,,,,,,,,0.942892835,0.810616082
4/6/72,,,,,,,,,0.705199918,0.384580641
4/7/72,,,,,,,0.988340235,,0.669917244,0.182615098
4/11/72,,,,,,,0.048199224,,0.537411883,0.282834001
4/12/72,,,,,,,-0.104461031,,0.527030282,0.381922807
4/13/72,,,,,,,1.637332913,,-0.08263532,-0.245354296
4/14/72,,,,,,,0.931557441,,0.614372203,-0.063708762
4/18/72,,,,,,,0.357509384,,0.268817366,0.237139841
4/19/72,,,,,,,-0.081378717,,-1.064557621,-0.520620439
4/20/72,,,,,,,-0.349894468,,0.135572816,-0.146627592
4/21/72,,,,,,,,,0.112837113,-0.137658903
4/25/72,,,,,,,1.353978357,,-0.806885705,-0.993923932
