date,0,1,2,3
2018-03-31,-0.9632484575968157,-0.9632484575968157,-0.9632484575968157,-0.9746119530021822
2018-06-30,0.5706140765393544,0.5706140765393544,0.5703484946842579,0.5703484946842579
2018-09-30,0.2999636420236233,0.2999636420236233,0.2999636420236233,0.298342799304822
2018-12-31,0.6775805331643341,0.6775805331643341,0.6775805331643341,0.6765223539686651
2019-03-31,-1.3492052055296782,-1.3492052055296782,-1.3492052055296782,-1.3511731431980487
2019-06-30,0.5525227456372932,0.5525227456372932,0.5492266905162858,0.5492266905162858
2019-09-30,0.09950051991535541,0.09950051991535541,0.09950051991535541,0.09667765100061226
2019-12-31,0.6520425892210611,0.6520425892210611,0.6520425892210611,0.6520771526228585
2020-03-31,-1.6037766663358868,-1.6037766663358868,-1.6037766663358868,-1.6081118531976182
2020-06-30,0.6653678392574238,0.6653678392574238,0.6374573594671076,0.6374573594671076
2020-09-30,0.07902264045990826,0.07902264045990826,0.07902264045990826,0.12630094814942838
2020-12-31,0.6791213772772976,0.6791213772772976,0.6791213772772976,0.7134940320381834
2021-03-31,-1.1092585942800781,-1.1092585942800781,-1.1092585942800781,-1.103797734377691
2021-06-30,0.5662436282556247,0.5662436282556247,0.5518047451094397,0.5518047451094397
2021-09-30,0.1974381959072459,0.1974381959072459,0.1974381959072459,0.1903733113334965
2021-12-31,0.4730844357961278,0.4730844357961278,0.4730844357961278,0.4723299313954624
2022-03-31,-1.117585980446787,-1.117585980446787,-1.117585980446787,-1.1252311007137368
2022-06-30,0.301718612453718,0.301718612453718,0.34460988377359286,0.34460988377359286
2022-09-30,-0.30115908711690237,-0.30115908711690237,-0.30115908711690237,-0.3105189006529435
2022-12-31,0.7196944979047692,0.7196944979047692,0.7196944979047692,0.7633009027733488
2023-03-31,-0.8136184075106255,-0.8136184075106255,-0.8136184075106255,-0.8241251805305864
2023-06-30,0.20109994030728057,0.20109994030728057,0.18909980638868243,0.18909980638868243
2023-09-30,0.0569831994022898,0.0569831994022898,0.0569831994022898,0.05329574742979287
2023-12-31,0.5004329593076784,0.5004329593076784,0.5004329593076784,0.49982429749698437
2024-03-31,-1.1813578342123536,-1.1779018051146648,-1.177900643885097,-0.3243136487875031
2024-06-30,0.12567701326000003,0.13701405962349972,0.2701718363413659,0.27070075338690686
